    0.0000000000000000E+00   1.0000000000000000E+00   7.0000000000000000E+00   0.0000000000000000E+00
   -2.2661999805781215E-06   1.4285713500809949E-01   9.9952399499066691E-01   4.7600500933312291E-03
   -1.8096685460722651E-05   1.4285701746539795E-01   9.9809820259738502E-01   9.5089870130749665E-03
   -6.0891784477176026E-05   1.4285650968462757E-01   9.9572926852829047E-01   1.4235771572365285E-02
   -1.4372676169496760E-04   1.4285514886966330E-01   9.9242819535322624E-01   1.8929511616934409E-02
   -2.7919634457059515E-04   1.4285229703610769E-01   9.8821023339557845E-01   2.3579533208842995E-02
   -4.7926752247982152E-04   1.4284715069636736E-01   9.8309473056085683E-01   2.8175449065238698E-02
   -7.5514305626606050E-04   1.4283875296962015E-01   9.7710494360212852E-01   3.2707223425530701E-02
   -1.1171378753098604E-03   1.4282600787340732E-01   9.7026781392592698E-01   3.7165232592591281E-02
   -1.5745702306384014E-03   1.4280769651381256E-01   9.6261371156831743E-01   4.1540320479647244E-02
   -2.1356691258924984E-03   1.4278249485912098E-01   9.5417615140814105E-01   4.5823848591859000E-02
   -2.8074991742280202E-03   1.4274899275816225E-01   9.4499148602485872E-01   5.0007739977401183E-02
   -3.5959036400373596E-03   1.4270571384960579E-01   9.3509857984694689E-01   5.4084516794210925E-02
   -4.5054660313623230E-03   1.4265113600237417E-01   9.2453846937177631E-01   5.8047331252479781E-02
   -5.5394902232525078E-03   1.4258371192986083E-01   9.1335401427085217E-01   6.1889989806534193E-02
   -6.6999987245115848E-03   1.4250188963130572E-01   9.0158954412962256E-01   6.5606970580251639E-02
   -7.9877483595218821E-03   1.4240413233179666E-01   8.8929050541579413E-01   6.9193434115128696E-02
   -9.4022623309744074E-03   1.4228893761702427E-01   8.7650311303339545E-01   7.2645227627414447E-02
   -1.0941877364571547E-02   1.4215485548908810E-01   8.6327401051255859E-01   7.5958883048578590E-02
   -1.2603804417606201E-02   1.4200050510419227E-01   8.4964994251917203E-01   7.9131609200435771E-02
   -1.4384201262499509E-02   1.4182458999079217E-01   8.3567744295691626E-01   8.2161278521541870E-02
   -1.6278255134944880E-02   1.4162591158646914E-01   8.2140254148962355E-01   8.5046408814464972E-02
   -1.8280273563715709E-02   1.4140338097236343E-01   8.0687049084709062E-01   8.7786140524049747E-02
   -2.0383781473481327E-02   1.4115602872430180E-01   7.9212551680446031E-01   9.0380210085017273E-02
   -2.2581622669953033E-02   1.4088301283884000E-01   7.7721059225521028E-01   9.2828919893662362E-02
   -2.4866063874170563E-02   1.4058362472943808E-01   7.6216723634058470E-01   9.5133105463766146E-02
   -2.7228899564810539E-02   1.4025729332218764E-01   7.4703533916259435E-01   9.7294100322079108E-02
   -2.9661556008615000E-02   1.3990358731133837E-01   7.3185301220065380E-01   9.9313699184943038E-02
   -3.2155193003687778E-02   1.3952221566190914E-01   7.1665646417919160E-01   1.0119411993600298E-01
   -3.4700802022715221E-02   1.3911302646963794E-01   7.0147990179939335E-01   1.0293796489676092E-01
   -3.7289299617489634E-02   1.3867600430728885E-01   6.8635545445541302E-01   1.0454818184819564E-01
   -3.9911615127092903E-02   1.3821126620087826E-01   6.7131312180543978E-01   1.0602802522405169E-01
   -4.2558771914797580E-02   1.3771905638980700E-01   6.5638074286125736E-01   1.0738101785585707E-01
   -4.5221961538744852E-02   1.3719974003138019E-01   6.4158398509570680E-01   1.0861091360736157E-01
   -4.7892610434931093E-02   1.3665379601303487E-01   6.2694635194417159E-01   1.0972166119289070E-01
   -5.0562438854770006E-02   1.3608180903510692E-01   6.1248920699158238E-01   1.1071736943097647E-01
   -5.3223511950926158E-02   1.3548446112352466E-01   5.9823181308763429E-01   1.1160227414232381E-01
